author,url,text,section,title,sub_title,date
RFI,https://www.cartacapital.com.br/diversidade/convem-manter-as-mulheres-servis-na-igreja/,"“Acho que foi positiva a repercussão internacional da notícia nossa demissão em massa, mas então começaram os ataques a minha pessoa. Por exemplo, dois jornais diferentes publicaram no mesmo dia que eu era uma ultraconservadora que só admitia comandar e outro que eu era uma progressista que só queria revolucionar ”.
Durante uma coletiva nesta quarta-feira 3, na associação dos jornalistas estrangeiros (Stampa Estera) em Roma, Scaraffia, 70 anos, historiadora e jornalista católica feminista deu mais detalhes sobre os motivos que levaram a sua renúncia da revista. Criada há sete anos com a aprovação de Bento XVI, a publicação mensal é subordinada ao , o jornal oficial do . Entre as razões dela, está o embate com o novo diretor do vespertino, Andrea Monda, um professor de religião que escrevia sobre Vaticano no jornal italiano .
“Ele queria comandar o que nós deveríamos escrever. Ninguém me chamou para dirigir a revista, a ideia foi do nosso grupo de mulheres. Na nossa redação, o critério prioritário era de afinidade intelectual e nunca foram impostas condições. Quando o novo diretor entrou, parecia um elefante numa loja de cristais”, afirmou.  Scaraffia fundou a revista há sete anos graças ao então diretor do , Giovanni Maria Vian. Entre os dois há uma amizade pessoal e também foram colegas por muitos anos na Universidade de Roma, onde ambos ensinaram História. Vian deixou de dirigir o jornal do Vaticano em dezembro de 2018, e foi substituído por Monda.
“Não há mais condições de continuar nossa colaboração com o , reiterou Scaraffia, falando da falta de apoio da nova administração. E ressaltou sem meias palavras:
“Assim voltamos à seleção das mulheres que parte do topo, à escolha dos colaboradores que garantem a obediência, e desistimos de toda possibilidade de abrir um diálogo verdadeiro, livre e corajoso, entre as mulheres que amam a Igreja em liberdade e homens que fazem parte dela. Retornamos à autorreferência clerical e renunciamos àquela audácia tantas vezes pedida pelo Papa Francisco “.
Além de artigos sobre espiritualidade e teologia, a revista publicou temas feministas, como o de religiosas exploradas e servis, muitas vezes sem remuneração. Em fevereiro passado, Scaraffia escreveu um editorial abordando os problemas das religiosas estupradas, forçadas a abortar, ou a criar sozinhas seus filhos sem reconhecimento dos pais, e também expulsas de suas comunidades. Logo após, o Papa Francisco admitiu pela primeira vez o histórico de  e trabalhistas de padres e bispos contra freiras.  Interpelada sobre a sua opinião a respeito do aborto, respondeu: “Sou contra o , mas também sou contra a punição do aborto. Existe uma grande distinção entre pecado e crime na justiça civil”.
Segundo Scaraffia, o editorial que mais chocou o Vaticano foi em março de 2018, no qual denunciava a exploração servil de religiosas cometidos por sacerdotes. “Muitas freiras, principalmente as de países mais pobres, são tratadas como de segunda classe. Elas acabam não denunciando porque são desencorajadas pelas próprias congregações. Para muitos homens dentro da Igreja, convém manter as mulheres servis e obedientes, caso contrário eles teriam que pagar uma empregada doméstica”.
Mesmo depois da demissão em massa das redatoras da revista mensal, no último 1° de abril o diretor do  optou por publicar o editorial de Lucetta Scaraffia. Conforme assegurou Monda nos últimos dias, a história desta revista ligada ao Vaticano, não será interrompida. O diretor já fez uma reunião na redação para pensar no próximo número, convocando 17 teólogas e acadêmicas. Para ressaltar que a experiência do ponto de vista das mulheres na Igreja será retomada, mas com outras “vozes”.
“O cheiro” é o tema do número da última revista mensal assinada por Scaraffia e suas colaboradoras mais próximas, aprofundando o tema de cinco sentidos. A ex-editora garante que não vai sofrer com a demissão. Segundo ela, todas as redatoras da revista eram voluntárias sem remuneração.
“Eu sou professora aposentada e agora quero escrever um livro sobre a história da revolução sexual. Muitos jornais estrangeiros estão pedindo a minha colaboração, é o momento de refletir”.
",Diversidade,“Convém manter as mulheres servis na Igreja”,Lucetta Scaraffia rebate os ataques pessoais sofridos após liderar o pedido de demissão em massa da revista católica Donne Chiesa Mundo,2019-04-03 19:42:31
Deutsche Welle,https://www.cartacapital.com.br/mundo/pobreza-na-argentina-atinge-um-terco-da-populacao-urbana/,"Trata-se do número mais alto desde a crise econômica de 2001.
Na comparação com o segundo semestre de 2017, a pobreza urbana cresceu 6,3 pontos percentuais no país. São 8,9 milhões de argentinos vivendo nessa situação.
Além disso, 6,7% da população, ou 1,8 milhão de argentinos, vive abaixo do nível de indigência, um crescimento de 1,8 ponto percentual ante o semestre anterior.    São números que “doem”, admitiu o governo argentino. “A pobreza dói, claramente. Hoje é um dia triste, como foi ontem, como foi um ano atrás, porque lamentavelmente a pobreza é alta na Argentina há muitos anos”, disse a ministra de Desenvolvimento Social, Carolina Stanley.
Stanley afirmou que o governo do presidente , que chegou à Presidência no fim de 2015 com promessas de “pobreza zero”, trabalha “todos os dias para reverter essa situação” com ações focadas em dar “dignidade” a “cada uma das pessoas e cada uma das famílias que vivem assim”.
Os argentinos revivem o pesadelo da Era Menem (Foto: AFP)Um grupo de sindicalistas se manifestou às portas do Indec para protestar contra a política econômica de Macri e distribuiu 500 quilos de pão de graça, rejeitando simbolicamente o aumento da pobreza.
O empobrecimento da população coincide com a aceleração da , que encarece a cesta básica e serviços utilizados para medir a linha de indigência e pobreza. O índice de preços ao consumidor acumulou alta de 47,6% na Argentina no ano passado, maior avanço em 27 anos, diante de uma queda de 2,5% do Produto Interno Bruto.    Para calcular as cifras, o Indec leva em consideração o nível de vida nos 31 centros urbanos mais povoados do país, o que abrange 27,8 milhões de habitantes. A Argentina tem mais de 40 milhões de moradores.
O relatório publicado nesta quinta é o sexto sobre pobreza realizado pelo Indec desde que Macri chegou ao poder. Além disso, esta é a segunda vez nos últimos três anos que o instituto registra uma alta no índice de pobreza.
Apesar disso, Macri, que pode disputar a reeleição em outubro, assegurou na quarta-feira à mídia local que o governo “está no caminho correto”.
“Sou o primeiro a saber que todos tiveram que ajustar seu orçamento, que custa mais chegar ao fim do mês, mas este é o caminho da construção sobre bases sólidas”, disse.
Para encarar a crise econômica, Macri fez um acordo com o  para um empréstimo de 57 bilhões de dólares e se comprometeu a realizar um ajuste que permita ao país encerrar o ano em equilíbrio fiscal.
",Mundo,Pobreza na Argentina atinge um terço da população urbana,"O problema nas cidades afeta 8,9 milhões de argentinos e avança em paralelo à subida da inflação, que chegou a 47,6% no ano passado",2019-03-29 16:02:41
Carol Scorce,https://www.cartacapital.com.br/diversidade/chicago-elege-a-primeira-prefeita-negra-e-lesbica/,"A partir de 20 de maio, a terceira maior cidade dos Estados Unidos, Chicago, será administrada por uma mulher negra e lésbica, a primeira na história do país. A ex-promotora federal Lori Lightfoot, de 56 anos, derrotou na terça-feira 2 Toni Preckwinkle.
A ex-procuradora federal, que nunca antes havia disputado um cargo eletivo, conseguiu 74% dos votos contra os 26% de Toni Preckwinkle, também negra e lésbica. “Vocês não se limitaram a fazer história, criaram um movimento de mudança”, disse Lightfoot a centenas de apoiadores. Preckwinkle manifestou o seu apoio à também democrata: “Trata-se de seguir o caminho em frente”.
Lightfoot nunca ocupou um cargo político, enquanto Preckwinkle, de 72 anos, foi vereadora da cidade durante quase duas décadas antes de se tornar presidente do conselho de Cook County em 2010. A prefeita eleita promete acabar com a corrupção e tornar as ruas da cidade novamente seguras. “Podemos e vamos reconstruir Chicago”, afirmou.
Nos Estados Unidos, apenas 6% dos presidentes de Câmara (prefeitos e prefeitas) nas 200 maiores cidades americanas são mulheres negras, de acordo com a plataforma Reflective Democracy Campaign, citada pela agência de notícias .
Lightfoot e Preckwinkle, ambas democratas, foram ao segundo turno das eleições depois de conseguirem as melhores votações entre os 14 candidatos nas eleições de fevereiro. Lightfoot substituirá Rahm Emanuel, que não se candidatou a um terceiro mandato na Câmara.
A recém-eleita, ex-presidente do corpo civil independente do Conselho da Polícia de Chicago, herda enormes desafios fiscais. Entre eles encontra-se um passivo não capitalizado de 28 milhões de dólares (cerca de 25 milhões de euros) dos quatro sistemas de reforma na cidade, além de uma crescente contribuição anual para o fundo de pensões que irá atingir os 2 milhões de dólares (1,8 milhão de euros) em 2023, sintetiza a Reuters.
Lightfoot também terá de lidar com um défict orçamental estimado em 252 milhões de dólares (225 milhões de euros) para o ano fiscal de 2020, juntamente com contratos de trabalho com sindicatos da polícia, bombeiros e professores que já expiraram ou estão em vias de expirar.  A nova prefeita não vai ter descanso se quiser mesmo resolver os problemas da cidade de quase 3 milhões de habitantes. Chicago é campeã em homicídios nos Estados Unidos, com cerca de 540 assassinatos por ano. Apesar de os homicídios em Chicago terem diminuído no ano passado, menos de um em cada cinco ficou resolvido.
Também é uma das cidades americanas com maior disparidade econômica e social entre os grupos raciais. Brancos, negros e latinos têm praticamente a mesma representação demográfica na cidade. Cada um desses grupos representa cerca de 30% da população, mas os negros e os latinos ainda vivem como minorias em Chicago, pois não contam com as mesmas perspectivas socioeconômicas dos brancos.
Preckwinkle ofereceu o seu apoio à rival vitoriosa. “Não há muito tempo, duas mulheres afroamericanas a disputarem este lugar seria impensável. Embora possa ser verdade que tomámos caminhos diferentes para aqui chegar, esta noite trata-se de seguir o caminho em frente”, disse.
As duas candidatas, ambas da ala esquerda dos democratas, competiram com programas reformistas progressistas e promessas de fazer uma limpeza no governo da cidade e reduzir as desigualdades econômicas.
Com informações da Deutsche Welle e RFI
",Diversidade,Chicago elege a primeira prefeita negra e lésbica,"Lori Lightfoot, ex-promotora federal, venceu Toni Preckwinkle, também afro-americana, e irá governar uma das cidades mais violentas dos EUA",2019-04-03 14:26:49
Deutsche Welle,https://www.cartacapital.com.br/mundo/mexico-pede-que-espanha-e-vaticano-se-desculpem-por-colonizacao/,"O pedido foi enviado por carta ao rei da Espanha, Felipe 6º, e também ao Vaticano, segundo explicou o chefe de Estado mexicano num vídeo divulgado no Facebook na segunda-feira 25.
“A chamada ‘conquista’ foi realizada pela espada e pela cruz”, afirmou López Obrador. “Vamos fazer um relato do acontecido desde o início da ocupação, da invasão militar; os três séculos de colônia”, pediu o governante socialista, ao lembrar o 500º aniversário da Batalha de Centla, no estado de Tabasco (sudeste).
  Ocorrida em 14 de março de 1519, a batalha foi o primeiro choque armado entre os maias chontal e os espanhóis liderados por Hernán Cortés, que, após a vitória, continuaram seus avanços até a conquista da então capital do Império Asteca, Tenochtitlán, em 1521. A aglomeração ficava localizada onde hoje é a Cidade do México.
  “Mesmo que se negue, há feridas abertas. É melhor reconhecer que houve abusos e que erros foram cometidos. É melhor pedir perdão e, a partir disso, buscarmos juntos uma reconciliação histórica”, afirmou.
O governo espanhol rejeitou “com firmeza” o pedido e lamentou que López Obrador tenha tornado a carta pública. O gabinete do primeiro-ministro Pedro Sánchez explicou que os povos mexicano e espanhol sempre conseguiram avaliar sua história comum sem ódio e a partir de uma perspectiva construtiva. Segundo Sánchez, não se pode julgar a chegada dos espanhóis ao México a partir de “considerações contemporâneas”.
  Por sua vez, fontes do Palácio de La Zarzuela não quiseram comentar a carta dirigida por López Obrador ao monarca Felipe 6º, restringindo-se a mencionar a resposta emitida pelo governo espanhol. O líder do partido liberal Ciudadanos, Albert Rivera, considerou uma “ofensa intolerável ao povo espanhol” a carta do governante mexicano. O escritor e jornalista espanhol Arturo Pérez Reverte também criticou López Obrador, dizendo que é ele quem deve pedir desculpas, já que tem “sobrenome espanhol” e “vive lá” no México.  Já López Obrador pontuou que a ‘conquista’ não se trata apenas do encontro de duas culturas, mas que foi uma invasão durante a qual houve “atos de autoritarismo, de dominação” e que “uma cultura foi imposta a outra”, a ponto de igrejas católicas terem sido construídas por cima dos templos dos povos pré-hispânicos.
A partir de um pedido de perdão tanto da Espanha quanto da Igreja católica, López Obrador disse almejar uma “reconciliação histórica”, sem a intenção de “ressuscitar esses diferendos”. O presidente mexicano lembrou que o papa Francisco pediu perdão pela colonização na Bolívia, em 2015, “não apenas pelas ofensas da própria Igreja, como também pelos crimes contra os povos nativos durante a chamada conquista da América”.
Para López Obrador, o momento ideal para uma reconciliação histórica seria o ano de 2021, quando será lembrado o 500º aniversário da conquista de Tenochtitlán pelos espanhóis. Ele também afirmou que, na ocasião, o Estado mexicano deverá se desculpar pelos “abusos” cometidos contra os povos indígenas nos últimos 200 anos.
",Mundo,México pede que Espanha e Vaticano se desculpem por colonização,Presidente López Obrador enviou cartas exigindo retratação junto aos povos indígenas de seu país,2019-03-26 14:56:45
Deutsche Welle,https://www.cartacapital.com.br/mundo/em-mocambique-vitimas-estao-com-vidas-ameacadas-e-expostas-a-doencas/,"Os cinco casos foram confirmados em Munhava, um dos bairros mais pobres da cidade portuária da Beira, disse o diretor nacional de assistência médica no Ministério da Saúde, Ussene Issee. A cidade de 500 mil habitantes ainda encontra grandes dificuldades para fornecer água limpa e serviços de saneamento.“Haverá mais casos porque a cólera é epidêmica. Quando você tem um caso, pode esperar mais. Estamos implementando medidas preventivas para limitar o impacto”, disse Issee a jornalistas. Ele acrescentou que trabalhadores do setor de saúde estão lutando contra 2.700 casos de diarreia aguda, que pode ser um sintoma de cólera.Ciclone causou destruição e mortes em Moçambique, Zimbábue e Malawi (Foto: Wikus de Wet/ Unicef)Moçambique foi atingida pelo ciclone na noite de 14 de março, quando o Idai fustigou a Beira, na região central do país, levando os rios Buzi e Pungue a irromper de suas margens e deixar vilas inteiras alagadas, com corpos flutuando sobre as águas. Após ter passado por Moçambique, o Idai seguiu para o Zimbábue e o Malawi, onde também inundou vilas, destruiu casas e deixou um rastro de morte e destruição. Mais de 700 pessoas perderam a vida nos três países.Milhares de pessoas ficaram ilhadas por mais de uma semana em vilas inundadas sem acesso a água limpa. A Organização Mundial da Saúde alertou que uma segunda tragédia ocorrerá caso doenças transmitidas pela água, como a cólera, se espalhem pela região afetada.A doença se dissemina por meio da água e comida contaminadas, causa diarreia aguda e pode matar em questão de horas se não for tratada com soluções de reidratação ou fluidos intravenosos.Muitos sobreviventes estão vivendo em acampamentos abarrotados, escolas, igrejas e campos expostos à água estagnada. Algumas pessoas acabaram bebendo água nas ruas ou de poços contaminados, segundo a organização Médicos Sem Fronteiras, o que resultou em centenas de casos de diarreia aguda.“A escala extrema dos danos deve levar a um aumento dramático dos casos de doenças transmitidas pela água, infecções de pele, infecções de trato respiratório e malária nas próximas semanas”, disse o coordenador de emergência da ONG na Beira, Gert Verdonck.Segundo a OMS, 900 mil vacinas contra a cólera devem chegar à região ainda esta semana.Partes do sistema de fornecimento de água voltaram a funcionar, ao mesmo tempo em que o governo operava a entrega de água por caminhões. As operações de ajuda humanitária continuam a explorar formas de entregar assistência a partes da cidade que permanecem acessíveis apenas por via aérea ou marítima.A ONU pediu 282 milhões de dólares para ajudar 1,85 milhão de pessoas em Moçambique (Foto: Wikus de Wet/ Unicef)Em Munhava, médicos e enfermeiras abriram um novo centro, onde estão tratando cerca de 140 pacientes com diarreia por dia. Muitos chegam fracos demais sequer para andar.Lin Lovue, de 27 anos, disse ter levado seu filho para a clínica na terça-feira 26 depois de um dia de diarreia. Depois de uma hora no centro, a criança faleceu.“O maior desafio é a organização”, disse um coordenador da clínica que não quis ser identificado. “O sistema de saúde ficou completamente devastado após a tempestade e temos que restabelecer a capacidade rapidamente.”A Médicos Sem Fronteiras, que está coordenando um centro de emergência, abriu outros dois postos na Beira e está oferecendo consultoria através de clínicas móveis em diversos bairros.A ONU fez um apelo de emergência nesta terça-feira e pediu 282 milhões de dólares ao longo dos próximos três meses para ajudar 1,85 milhão de pessoas em Moçambique. Campanhas similares devem ser lançadas nos próximos dias no Zimbábue e no Malawi.",Mundo,"Em Moçambique, vítimas estão com vidas ameaçadas e expostas a doenças",Região afetada pelo ciclone Idai contabiliza mais de 700 mortes; OMS alerta para epidemia de cólera,2019-03-27 19:49:55
RFI,https://www.cartacapital.com.br/mundo/1o-trimestre-do-governo-bolsonaro-e-uma-bagunca-diz-revista-francesa/,"“Presidente do maior país da América Latina há quase cem dias, o ex-militar saudosista da ditadura ataca  e jornalistas e governa sem rumo com o seu clã”, lança a revista já na chamada do texto, assinado por Philippe Boulet-Gercourt, correspondente da revista nos Estados Unidos, por onde o líder brasileiro passou essa semana. Para o jornalista, Bolsonaro “continua sendo um mistério”.
  L’Obs explica que ao ser eleito por uma população com aspirações e motivações diferentes – que muitas vezes não votou nele, e sim contra o  –, Bolsonaro tenta responder à todas as expectativas. Resultado: ele acabou formando uma equipe disparate, misturando economistas ultraliberais, como , tecnocratas, como , e ideólogos, como . Além de seus filhos, dos militares e dos evangélicos, “que tiveram um papel crucial na eleição”, continua o texto, que qualifica a gestão atual de “bagunça, onde se atira para todo lado”.  “O verdadeiro poder de Bolsonaro é seu clã”, avança a revista. “Mas a situação está mudando, principalmente após as acusações visando seu filho . “Com isso fica difícil continuar se proclamando ‘senhor certinho’, como ele fez durante a campanha”, afirma L’Obs.
A reportagem lista ainda as diversas declarações polêmicas do atual presidente, e se mostra preocupada com a situação dos , que se sentem cada vez mais atacados, e dos , que veem seus direitos sendo feridos. Sem contar com “os gays e os negros, que têm o sentimento de andar pela rua com um alvo nas costas”, afirma a revista francesa.
  Já do ponto de vista político, o texto comenta que, ao contrário das reformas esperadas, o mandato começa bem devagar. “Ele concretizou pouca coisa e temos uma sensação de ver alguém à deriva”, analisa Brian Winter, ex-correspondente da Reuters no Brasil, ouvido pela reportagem.  “ não sabe governar, mas pelo menos ele é respaldado por um partido potente”, compara o texto, lembrando que Bolsonaro não se dobra aos acordos indispensáveis em um Congresso no qual sua legenda conta com pouco mais de 10%. O que torna ainda mais difícil a aprovação da esperada reforma da aposentadoria, analisa L’Obs. No entanto, pondera a revista, apesar das críticas e da falta de rumo definido, no final do segundo mês de presidência Bolsonaro contava com 57,7% de . “Um índice de dar inveja a Emmanuel Macron”, avalia a reportagem.
",Mundo," 1º trimestre do governo Bolsonaro é uma bagunça, diz revista francesa","“O ex-militar saudosista da ditadura ataca gays negros e jornalistas e governa sem rumo com o seu clã”, declara a revista",2019-03-24 15:19:25
RFI,https://www.cartacapital.com.br/mundo/bannon-bolsonaro-e-salvini-sao-os-politicos-mais-importantes-do-mundo/,"“Acho que Bolsonaro e Salvini são os políticos mais importantes do mundo”, disse Steve Bannon durante a coletiva. Interpelado pela RFI Brasil a respeito do senador Flávio Bolsonaro, com suspeitas de ligações com o crime organizado do Rio de Janeiro e envolvimento com estranhas movimentações bancárias de Fabrício Queiroz – seu ex-assessor na Assembleia Legislativa do Rio de Janeiro (Alerj) – Bannon comentou: “Veremos o que revelará a investigação”.
Bannon também mencionou Eduardo Bolsonaro, terceiro filho do presidente, com quem mantém contato desde a campanha para as presidenciais no Brasil, ressaltando os diversos encontros que os dois tiveram em Washington e em Nova Iorque. Segundo o ideólogo, estes contatos com  fazem parte da “agenda nacionalista populista para a prosperidade e soberania dos cidadãos em todo o mundo”.
  Bannon voltou a criticar o vice-presidente do Brasil, Hamilton Mourão, acusando o general de ter opiniões divergentes às de Bolsonaro. O ideólogo americano negou, porém, ingerência nas relações internas do governo brasileiro.  “Não é interferência, mas uma observação. Os governos têm que falar com uma só voz, não pode haver opiniões diferentes. Bolsonaro fez um compromisso, no qual o vice deveria sempre respeitar o presidente. Eu fiz esta observação e farei de novo. Quando se deve resolver uma crise, não adianta ter um alto integrante do governo que não mantém essa posição. Além disso, ele [Mourão] estabeleceu uma relação com a imprensa, como centro de poder alternativo”, explicou Bannon.
O ex-assessor estratégico da Casa Branca, afastado do governo americano, e um dos articuladores do novo populismo político, aproveitou para atacar os recentes governos de esquerda do Brasil. “O capitão Bolsonaro fez a campanha baseada no reforço da polícia e da legalidade no Brasil, onde reinava a anarquia, com a economia destruída por um governo socialista, que corrompeu o capitalismo com tanto roubo, com a corrupção de poderosas quadrilhas. O presidente brasileiro tem um caminho difícil pela frente”.
Integrante do movimento  (direita alternativa), Bannon está em Roma para promover a campanha de partidos populistas de extrema-direita para as eleições europeias em 5 de maio. Na próxima semana, ele encontrará lideres ultranacionalsitas de diversos países europeus.
Mourão atrapalha, diz Bannon (Foto: Adnilton Farias/VPR)Para Bannon, os partidos ultranacionalistas e populistas serão os vencedores das próximas eleições europeias. Ele ressaltou, no entanto, que estes movimentos não precisam dele para vencer.  “A melhor coisa que posso fazer por eles é exatamente o que fiz por Trump. Quando ele estava com a desvantagem de 10, 12 ou 14 pontos, eu lhe disse ‘você pode vencer, seja fiel a sua mensagem e vencerá’”. Segundo o estrategista americano, haverá um terremoto nas eleições europeias de maio.
  “Os movimentos ultranacionalistas europeus serão capazes de assumir o controle do Parlamento europeu e eventualmente da Comissão europeia”. Quando questionado de onde vem o dinheiro para financiar sua campanha ultranacionalista na Europa, Bannon respondeu: “Eu pago”.
Os jornalistas estrangeiros presentes na entrevista coletiva interrogaram Bannon sobre vários temas de política mundial. Sobre a China, que nos últimos dias assinou acordos de cooperação econômica com a Itália e com a França, o ideólogo americano alertou: “A China é perigosa. Xi Jinping é um ditador totalitário que realiza uma estratégia predatória para o resto do mundo, começando pelos EUA e pela Europa. A  é o cavalo de Tróia da China na fortaleza europeia, o braço do Exército Popular de Libertação da China”.
O articulador americano disse falou da Rússia, país que definiu como “uma cleptocracia gerida pela KGB e pelos oligarcas”. “Eles têm muitas armas, sim. Mas sua economia é do tamanho do Estado de Nova York”, afirmou.  Bannon disse que a atmosfera “venenosa” que foi construída em Washington durante a investigação da Rússia atrasou os esforços para trabalhar com a Rússia “para unir o Ocidente Judaico Cristão”. Ele também elogiou como o consultor especial Robert Mueller realizou sua investigação, concluindo que o presidente Donald Trump não era conivente com a Rússia, mas descreveu-a como uma distração.
Bannon, que é católico, também falou do Vaticano e atacou o . O estrategista americano encorajou a corrente de oposição ao pontífice liderada por alguns cardeais, como o norte-americano Raymond Burke. Ele está realizando um projeto na Itália que será a nova sede para formar populistas de extrema-direita na Europa.
O local é o mosteiro cartuxo de Trisulti (em Collepardona, região do Lácio), construído em 1204 no topo de uma montanha situada 130 quilômetros ao sudeste de Roma. Graças à concessão emitida pelo ministério da Cultura da Itália (MIBACT), o mosteiro foi arrendado em 2016 por 100 mil euros por ano.
  Na Itália, Bannon conta com seu braço direito, o inglês Benjamin Harnwell, fundador do Instituto Dignitatis Humanae, ligado aos círculos ultraconservadores cristãos. Durante a coletiva, Harnwell fez as traduções em italiano, com certa dificuldade. Ao atacar o papa Francisco, Bannon disse que ele deveria se focar em consertar a crise dos abusos sexuais na Igreja e ficar de fora da política.
O papa frequentemente faz apelos pela aceitação e compaixão pelos refugiados e migrantes. “Acho que o papa deve parar de criticar cidadãos livres, populistas e nacionalistas e movimentos de soberania que estão tentando recuperar e fortalecer seus países. Ele deveria começar a se focar no câncer de metástase na Igreja Católica, caso contrário ela será liquidada financeiramente. A cúpula sobre pedofilia foi um fracasso, não se falou de tolerância zero. A Igreja Católica sofre uma crise existencial”.
Segundo Bannon, por causa dos escândalos de pedofilia, a Igreja católica norte-americana estará liquidada financeiramente em dez anos. “Começarão a confiscar hospitais e escolas para pagar indenizações e obrigações”.
",Mundo,Bannon: Bolsonaro e Salvini são os políticos mais importantes do mundo,"O ideólogo do populismo de direita volta a criticar as interferências do general Hamilton Mourão e ataca a China, a Rússia e o papa ",2019-03-26 20:22:42
author,url,text,section,title,sub_title,date
Redação,https://www.cartacapital.com.br/politica/em-live-com-moro-bolsonaro-fala-tres-minutos-sobre-piscicultura/,"O assunto teve mais atenção que a reforma da Previdência — 2 minutos e 32 segundos, dos quais 37 segundos serviram para rebater informações que circularam na imprensa. Sobre a reunião que teve mais cedo com partidos do centrão, disse que “não tratou de cargos” e garantiu que não gravou conversas com os políticos.Sergio Moro falou pouco. Inicialmente, citou dados da Operação Luz na Infância, de combate à pedofilia e falou a tramitação do pacote anticrime. Também aproveitou para divulgar seu recém-criado perfil no Twitter. “Se não der certo, a culpa é do Bolsonaro.”O paranaense se demorou mais ao citar a operação Aliança, que derrubou dez toneladas de maconha ainda no pé. Segundo ele, a ideia é repetir e intensificar esse tipo de operação ao longo do ano, porque a operação tem “um potencial muito grande para afastar as drogas da população brasileira”.Em meio a elogios a Israel, Bolsonaro destacou uma parceria com o país para fomentar o cultivo de peixes. O presidente prometeu enviar universitários a intercâmbios de curta duração no país, para que eles aprendam técnicas de criação de peixes e técnicas de combate à seca, como o gotejamento.Também estaria em curso, segundo Bolsonaro, uma parceria com o Paraguai. “Quando estivemos em Itaipu, nós levantamos junto ao presidente usar o mar de água doce para cultivo de peixes. Foi feito o contato na hora. Nessa semana ou semana que vem, vão se encontrar para criar, em cercadinhos, tilápia e outros peixes que podem ser criados aí”, disse.O general Augusto Heleno, chefe do Gabinete de Segurança Institucional, também participou do encontro. Em uma longa declaração, de 2 minutos e 42 segundos, Heleno procurou colocou panos quentes nas críticas à postura do Brasil em relação ao mundo árabe, estremecida pelo alinhamento com Israel. “A comunidade árabe é numerosíssima, eles são nossos parceiros econômicos e isso não será afetado pela visita a Israel, vamos continuar a cultivar esse relacionamento com a comunidade árabe.”",Política,"Em “live” com Moro, Bolsonaro fala três minutos sobre… piscicultura",Assunto teve mais atenção que a Reforma da Previdência e pacote anticrime,2019-04-04 23:50:13
Thais Reis Oliveira,https://www.cartacapital.com.br/politica/apos-denuncia-governo-diz-a-onu-que-nao-houve-golpe-militar-no-brasil/,"O telegrama foi revelado em primeira mão pela  e confirmado posteriormente por CartaCapital. Diz o texto que “não houve golpe militar” em 1964 no Brasil, e que a tomada do poder pelas Forças Armadas serviu para afastar ameaças de “uma tomada comunista”, além de “garantir a preservação das instituições nacionais, no contexto da Guerra Fria”.  O governo afirma ainda que “os anos 1960-70 foram um período de intensa mobilização de organizações terroristas de esquerda no Brasil e em toda a América Latina”, e que a derrubada de João Goulart foi apoiada pela “maioria dos brasileiros”.
Trata-se de uma resposta às  para Promoção da Verdade, Justiça, Reparação e Garantias de Não Repetição. Na sexta-feira 29, Savioli exigiu que Bolsonaro reconsiderasse seus planos de celebrar um regime que cometeu “crimes horrendos” é “imoral e inadmissível”.  O parecer de Savioli foi classificado como “sem fundamento”. O governo brasileiro pediu ainda que o relator “deve respeitar os processos nacionais e procedimentos internos em suas deliberações”.
Em sua defesa, o governo evocou defesa da liberdade de expressão e reforçou que a recomendação de Jair Bolsonaro para que os quartéis comemorassem a data “foi tomada com pleno respeito à lei nacional, incluindo a Constituição Federal”.  O apelo da autoridade da ONU ocorreu depois de uma . No pedido, as organizações alertam para uma “tentativa de modificar a narrativa sobre o golpe de 31 de março de 1964 no Brasil”, cuja principal atuação viria “através de instruções diretas do Gabinete da Presidência ao mais alto comando militar para transmitir uma mensagem positiva sobre o período, desconsiderando as atrocidades cometidas pelo respectivo regime.”
Também pegaram mal lá fora as declarações de Bolsonaro e do chanceler Ernesto Araújo sobre . Durante viagem a Israel, o presidente corroborou a tese de Araújo e afirmou categoricamente que o nazismo é de esquerda: afinal, o partido de Hitler tinha  no nome.
Representantes de partidos políticos da Alemanha comentaram o caso ao blog do jornalista Jamil Chade, do  e atacaram o presidente. A deputada Yasmin Fahimi, do Partido Social-Democrata, lembrou que “os nazistas também usaram o termo ‘social’ como uma máscara para seu real programa político” e disse que Bolsonaro, ao usar essas mesmas estratégias, faz “ridicularização inaceitável das vítimas que foram mortas pelos nazistas”. O PSD, vale lembrar, faz parte da coalizão que governa a Alemanha e tem papel importante nos assuntos internacionais do país.
",Política,"Em carta, governo diz à ONU que não houve golpe militar no Brasil","Conforme o telegrama enviado à entidade, tomada do poder pelas Forças Armadas serviu para afastar uma ",2019-04-04 19:10:23
